loglikelihood,system,sessions,trial
-0.6864458913972191,XSqrA_M,1,1
-0.6944023185009042,XSqrA_M,2,1
-0.6912405926047488,XSqrA_M,3,1
-0.6767529679821717,XSqrA_M,4,1
-0.6890650941448122,XSqrA_M,5,1
-0.6899948589419549,XSqrA_M,6,1
-0.6920049678971395,XSqrA_M,7,1
-0.6799146938783273,XSqrA_M,8,1
-0.6880744133327182,XSqrA_M,9,1
-0.6961435169513489,XSqrA_M,10,1
-0.668801243017569,XSqrA_M,11,1
-0.66781501558135,XSqrA_M,12,1
-0.6761965871795695,XSqrA_M,13,1
-0.6744120800174834,XSqrA_M,14,1
-0.6624159227204942,XSqrA_M,15,1
-0.6720765979184825,XSqrA_M,16,1
-0.6571314113542087,XSqrA_M,17,1
-0.6749654944305249,XSqrA_M,18,1
-0.6707613272222813,XSqrA_M,19,1
-0.6820901923382636,XSqrA_M,20,1
-0.669878566111988,XSqrA_M,21,1
-0.6667725742692622,XSqrA_M,22,1
-0.6706957090682474,XSqrA_M,23,1
-0.6678399585890143,XSqrA_M,24,1
-0.653622251635052,XSqrA_M,25,1
-0.6712825374513988,XSqrA_M,26,1
-0.6703499857077246,XSqrA_M,27,1
-0.6574483327096726,XSqrA_M,28,1
-0.658554367635119,XSqrA_M,29,1
-0.6636439841929899,XSqrA_M,30,1
-0.6651751297927615,XSqrA_M,31,1
-0.656570328412524,XSqrA_M,32,1
-0.6551066827157119,XSqrA_M,33,1
-0.6663639209940396,XSqrA_M,34,1
-0.6493772592244288,XSqrA_M,35,1
-0.6614271468880253,XSqrA_M,36,1
-0.646072834381156,XSqrA_M,37,1
-0.6563523404740067,XSqrA_M,38,1
-0.6603394123515665,XSqrA_M,39,1
-0.6466654707744618,XSqrA_M,40,1
-0.6559980986646701,XSqrA_M,41,1
-0.6543205361060356,XSqrA_M,42,1
-0.6606377879892784,XSqrA_M,43,1
-0.6560804635797061,XSqrA_M,44,1
-0.67004395561674,XSqrA_M,45,1
-0.6564061593348852,XSqrA_M,46,1
-0.6508025536962103,XSqrA_M,47,1
-0.6541718946457601,XSqrA_M,48,1
-0.6506970526166832,XSqrA_M,49,1
-0.6545529341356789,XSqrA_M,50,1
-0.6531116003250145,XSqrA_M,51,1
-0.6534538521864937,XSqrA_M,52,1
-0.6530165391676553,XSqrA_M,53,1
-0.655201506792745,XSqrA_M,54,1
-0.6542975029900757,XSqrA_M,55,1
-0.6576154709303021,XSqrA_M,56,1
-0.6483781942644006,XSqrA_M,57,1
-0.6517545528358311,XSqrA_M,58,1
-0.6527100544494183,XSqrA_M,59,1
-0.6485543082906424,XSqrA_M,60,1
-0.6480084612119329,XSqrA_M,61,1
-0.6435230230441499,XSqrA_M,62,1
-0.6473926615936193,XSqrA_M,63,1
-0.6542016935022311,XSqrA_M,64,1
-0.6482444953009241,XSqrA_M,65,1
-0.6468050837709679,XSqrA_M,66,1
-0.6417945528020172,XSqrA_M,67,1
-0.6396001916824341,XSqrA_M,68,1
-0.6465473776101575,XSqrA_M,69,1
-0.6477453248971384,XSqrA_M,70,1
-0.6429980733786883,XSqrA_M,71,1
-0.6389847859120305,XSqrA_M,72,1
-0.645776106031322,XSqrA_M,73,1
-0.6404267935909208,XSqrA_M,74,1
-0.6389650307440866,XSqrA_M,75,1
-0.6455541555568799,XSqrA_M,76,1
-0.6409271369028237,XSqrA_M,77,1
-0.6439145416834354,XSqrA_M,78,1
-0.6448999200737467,XSqrA_M,79,1
-0.6486978451389036,XSqrA_M,80,1
-0.6422391185981012,XSqrA_M,81,1
-0.64091752241928,XSqrA_M,82,1
-0.641189055517115,XSqrA_M,83,1
-0.6414082850678483,XSqrA_M,84,1
-0.6464562489419897,XSqrA_M,85,1
-0.6447751721269708,XSqrA_M,86,1
-0.6465338472075388,XSqrA_M,87,1
-0.6470220886968192,XSqrA_M,88,1
-0.6437223115580625,XSqrA_M,89,1
-0.6434501648072053,XSqrA_M,90,1
-0.6459862069844428,XSqrA_M,91,1
-0.6391745730553049,XSqrA_M,92,1
-0.6472290502568003,XSqrA_M,93,1
-0.6407909434579088,XSqrA_M,94,1
-0.6389271610509469,XSqrA_M,95,1
-0.6417299062152398,XSqrA_M,96,1
-0.6433439991221287,XSqrA_M,97,1
-0.6396620847149905,XSqrA_M,98,1
-0.643919805333926,XSqrA_M,99,1
-0.646336493540174,XSqrA_M,100,1
-0.6876445666991016,BM25,1,1
-0.6956009938027866,BM25,2,1
-0.6924392679066312,BM25,3,1
-0.679372170729765,BM25,4,1
-0.6919532073971454,BM25,5,1
-0.690754532095263,BM25,6,1
-0.6932036431990217,BM25,7,1
-0.6842703929372825,BM25,8,1
-0.689981001287915,BM25,9,1
-0.6996877823570022,BM25,10,1
-0.6715192646260678,BM25,11,1
-0.6707548893336771,BM25,12,1
-0.6798443735852109,BM25,13,1
-0.6727226420670327,BM25,14,1
-0.6746762883831408,BM25,15,1
-0.6780699744278945,BM25,16,1
-0.6632468686567312,BM25,17,1
-0.6773628450342897,BM25,18,1
-0.6772113131835776,BM25,19,1
-0.6816511901896893,BM25,20,1
-0.667967276017709,BM25,21,1
-0.6716522366836574,BM25,22,1
-0.6754562570790931,BM25,23,1
-0.6712093755376886,BM25,24,1
-0.6609834426003685,BM25,25,1
-0.6722593606094528,BM25,26,1
-0.6695199922613001,BM25,27,1
-0.661586881763882,BM25,28,1
-0.6599516331486248,BM25,29,1
-0.668245277150418,BM25,30,1
-0.6672850100986641,BM25,31,1
-0.6655985932118366,BM25,32,1
-0.6636096065213949,BM25,33,1
-0.6742064156556972,BM25,34,1
-0.6557677614830256,BM25,35,1
-0.6661163572289537,BM25,36,1
-0.654397943340299,BM25,37,1
-0.6619584753348385,BM25,38,1
-0.6672021174656092,BM25,39,1
-0.6560025187910813,BM25,40,1
-0.6590055604376442,BM25,41,1
-0.6582273489158124,BM25,42,1
-0.6641293404051253,BM25,43,1
-0.6612894726913532,BM25,44,1
-0.6740723116652657,BM25,45,1
-0.6582708708906921,BM25,46,1
-0.6597682214051119,BM25,47,1
-0.6595628493684592,BM25,48,1
-0.658871647101915,BM25,49,1
-0.6599738203091644,BM25,50,1
-0.6611796865668443,BM25,51,1
-0.6570069843159505,BM25,52,1
