loglikelihood,weight,sessions,trial
-0.6890374366677771,0.4,1,1
-0.6910923086138612,0.4,1,2
-0.6869825647216928,0.4,1,3
-0.686982564721693,0.4,1,4
-0.6910923086138612,0.4,1,5
-0.6931471805599453,0.4,1,6
-0.6910923086138612,0.4,1,7
-0.6927749234089523,0.4,1,8
-0.6890374366677771,0.4,1,9
-0.6910923086138612,0.4,1,10
-0.6910923086138612,0.4,2,1
-0.696043359903575,0.4,2,2
-0.6931471805599453,0.4,2,3
-0.6931471805599453,0.4,2,4
-0.6840863853780631,0.4,2,5
-0.6910923086138612,0.4,2,6
-0.696043359903575,0.4,2,7
-0.6878238721192386,0.4,2,8
-0.6910923086138612,0.4,2,9
-0.6878238721192386,0.4,2,10
-0.6890374366677771,0.4,3,1
-0.6869825647216928,0.4,3,2
-0.6849276927756087,0.4,3,3
-0.693988487957491,0.4,3,4
-0.6910923086138612,0.4,3,5
-0.6869825647216928,0.4,3,6
-0.6898787440653226,0.4,3,7
-0.6709158463040127,0.4,3,8
-0.6931471805599453,0.4,3,9
-0.6849276927756087,0.4,3,10
-0.6787630769373563,0.4,4,1
-0.6931471805599453,0.4,4,2
-0.6869825647216928,0.4,4,3
-0.6837141282270701,0.4,4,4
-0.6890374366677771,0.4,4,5
-0.6849276927756087,0.4,4,6
-0.6849276927756087,0.4,4,7
-0.6828728208295247,0.4,4,8
-0.686982564721693,0.4,4,9
-0.6890374366677771,0.4,4,10
-0.6849276927756087,0.4,5,1
-0.6902510012163157,0.4,5,2
-0.6910923086138612,0.4,5,3
-0.6931471805599453,0.4,5,4
-0.6738120256476423,0.4,5,5
-0.6799766414858948,0.4,5,6
-0.6828728208295246,0.4,5,7
-0.6840863853780632,0.4,5,8
-0.6919336160114068,0.4,5,9
-0.6906313191771642,0.4,5,10
-0.6794269197634939,0.4,6,1
-0.6919336160114068,0.4,6,2
-0.6866103075706999,0.4,6,3
-0.681570523995282,0.4,6,4
-0.6910923086138612,0.4,6,5
-0.6919336160114068,0.4,6,6
-0.700994411193289,0.4,6,7
-0.6869825647216928,0.4,6,8
-0.6869825647216928,0.4,6,9
-0.682031513431979,0.4,6,10
-0.682031513431979,0.4,7,1
-0.6915613588604138,0.4,7,2
-0.6779217695398106,0.4,7,3
-0.6811902060344334,0.4,7,4
-0.6796043843349019,0.4,7,5
-0.6869825647216928,0.4,7,6
-0.6758668975937265,0.4,7,7
-0.6737232933619384,0.4,7,8
-0.6774527192932581,0.4,7,9
-0.6725097288133999,0.4,7,10
-0.672048739376703,0.4,8,1
-0.6767082049912722,0.4,8,2
-0.6881961292702314,0.4,8,3
-0.6890374366677771,0.4,8,4
-0.6758668975937265,0.4,8,5
-0.6843779710532079,0.4,8,6
-0.6878238721192383,0.4,8,7
-0.6774607801031137,0.4,8,8
-0.6802682271610395,0.4,8,9
-0.6977259746986662,0.4,8,10
-0.6725984610991038,0.4,9,1
-0.6848389604899047,0.4,9,2
-0.6865215752849959,0.4,9,3
-0.688665179516784,0.4,9,4
-0.6740717945345772,0.4,9,5
-0.6786743446516523,0.4,9,6
-0.6757781653080226,0.4,9,7
-0.6832450779805175,0.4,9,8
-0.6840863853780632,0.4,9,9
-0.6823230991071236,0.4,9,10
-0.6751143224818849,0.4,10,1
-0.6738120256476423,0.4,10,2
-0.6943688059183396,0.4,10,3
-0.6779217695398108,0.4,10,4
-0.6856802678874504,0.4,10,5
-0.6820315134319791,0.4,10,6
-0.6795156520491978,0.4,10,7
-0.6782940266908036,0.4,10,8
-0.6766194727055682,0.4,10,9
-0.6637405193066623,0.4,10,10
-0.682031513431979,0.4,11,1
-0.6790546626125009,0.4,11,2
-0.681481791709578,0.4,11,3
-0.679515652049198,0.4,11,4
-0.6798641532218367,0.4,11,5
-0.6881154577943832,0.4,11,6
-0.6683112526355276,0.4,11,7
-0.66961354946977,0.4,11,8
-0.6856802678874503,0.4,11,9
-0.686432842999292,0.4,11,10
-0.6753171758713256,0.4,12,1
-0.6848389604899047,0.4,12,2
-0.6778092812757526,0.4,12,3
-0.6686028383106722,0.4,12,4
-0.6796043843349019,0.4,12,5
-0.6832531387903733,0.4,12,6
-0.6832450779805175,0.4,12,7
-0.669501061205712,0.4,12,8
-0.686060585848299,0.4,12,9
-0.6831644065046693,0.4,12,10
-0.682031513431979,0.4,13,1
-0.6807292165977364,0.4,13,2
-0.6733510362109455,0.4,13,3
-0.678965930326797,0.4,13,4
-0.6758668975937265,0.4,13,5
-0.6787630769373563,0.4,13,6
-0.6819508419561308,0.4,13,7
-0.6576565749442581,0.4,13,8
-0.6737232933619385,0.4,13,9
-0.6760459950048131,0.4,13,10
-0.6922252016865514,0.4,14,1
-0.6686597538081663,0.4,14,2
-0.6877920553310286,0.4,14,3
-0.6752853590831158,0.4,14,4
-0.679515652049198,0.4,14,5
-0.6638211907825106,0.4,14,6
-0.677080462142265,0.4,14,7
-0.6740148790370831,0.4,14,8
-0.6729707182500968,0.4,14,9
-0.679111578109995,0.4,14,10
-0.6668061024118443,0.4,15,1
-0.6777523657782584,0.4,15,2
-0.6802682271610395,0.4,15,3
-0.6657066589670425,0.4,15,4
-0.6779217695398108,0.4,15,5
-0.6798641532218366,0.4,15,6
-0.6679389954845345,0.4,15,7
-0.6686835097865205,0.4,15,8
-0.6811982668442891,0.4,15,9
-0.6811095345585851,0.4,15,10
-0.6786743446516523,0.4,16,1
-0.6693219637946254,0.4,16,2
-0.6868938324359889,0.4,16,3
-0.6758668975937265,0.4,16,4
-0.6843779710532079,0.4,16,5
-0.6711186996934534,0.4,16,6
-0.674014879037083,0.4,16,7
-0.6734317076867937,0.4,16,8
-0.6716684214158543,0.4,16,9
-0.6767001441814164,0.4,16,10
-0.6655038055776018,0.4,17,1
-0.6662563806894434,0.4,17,2
-0.6710045785897166,0.4,17,3
-0.6822993431287695,0.4,17,4
-0.660981926936375,0.4,17,5
-0.6683112526355276,0.4,17,6
-0.6878238721192383,0.4,17,7
-0.6681100320857654,0.4,17,8
-0.6759742068915738,0.4,17,9
-0.6716921773942085,0.4,17,10
