loglikelihood,weight,sessions,trial
-0.6931471805599453,0.4,1,1
-0.6907498299561805,0.4,1,2
-0.6931471805599453,0.4,1,3
-0.6965260564608466,0.4,1,4
-0.6931471805599453,0.4,1,5
-0.6931471805599453,0.4,1,6
-0.6907498299561805,0.4,1,7
-0.6893340046495521,0.4,1,8
-0.6907498299561805,0.4,1,9
-0.6941287058570819,0.4,1,10
-0.6883524793524156,0.4,2,1
-0.6883524793524156,0.4,2,2
-0.6725525504231982,0.4,2,3
-0.6883524793524156,0.4,2,4
-0.6835577781448859,0.4,2,5
-0.6859551287486507,0.4,2,6
-0.6883524793524156,0.4,2,7
-0.6787630769373562,0.4,2,8
-0.6941287058570819,0.4,2,9
-0.6883524793524156,0.4,2,10
-0.6941287058570818,0.4,3,1
-0.6845393034420225,0.4,3,2
-0.6753842010364549,0.4,3,3
-0.6931471805599453,0.4,3,4
-0.6869366540457874,0.4,3,5
-0.6801789022439846,0.4,3,6
-0.6801789022439846,0.4,3,7
-0.6907498299561805,0.4,3,8
-0.6907498299561805,0.4,3,9
-0.6931471805599453,0.4,3,10
-0.6883524793524156,0.4,4,1
-0.6893340046495521,0.4,4,2
-0.6859551287486507,0.4,4,3
-0.6859551287486507,0.4,4,4
-0.6763657263335915,0.4,4,5
-0.6883524793524156,0.4,4,6
-0.6859551287486508,0.4,4,7
-0.681160427541121,0.4,4,8
-0.6883524793524156,0.4,4,9
-0.6883524793524156,0.4,4,10
-0.6825762528477495,0.4,5,1
-0.6883524793524156,0.4,5,2
-0.6893340046495521,0.4,5,3
-0.67298685043269,0.4,5,4
-0.6907498299561805,0.4,5,5
-0.6883524793524156,0.4,5,6
-0.6878146583429358,0.4,5,7
-0.6941287058570819,0.4,5,8
-0.6883524793524156,0.4,5,9
-0.6782252559278765,0.4,5,10
-0.6782158516497115,0.4,6,1
-0.6859551287486508,0.4,6,2
-0.6941287058570818,0.4,6,3
-0.6893340046495521,0.4,6,4
-0.6903155299466888,0.4,6,5
-0.6820384318382696,0.4,6,6
-0.6893340046495521,0.4,6,7
-0.6768000263430832,0.4,6,8
-0.6926093595504655,0.4,6,9
-0.691731355253317,0.4,6,10
-0.6893340046495521,0.4,7,1
-0.6777815516402197,0.4,7,2
-0.6738648547298386,0.4,7,3
-0.6787630769373564,0.4,7,4
-0.6859551287486508,0.4,7,5
-0.6783193726496995,0.4,7,6
-0.6717982831355775,0.4,7,7
-0.6656912776214076,0.4,7,8
-0.6835577781448859,0.4,7,9
-0.6783287769278644,0.4,7,10
-0.6728833294327021,0.4,8,1
-0.6883524793524156,0.4,8,2
-0.6801789022439846,0.4,8,3
-0.6821419528382576,0.4,8,4
-0.6603587554043981,0.4,8,5
-0.6806226065316414,0.4,8,6
-0.6638411523052875,0.4,8,7
-0.6723455084232223,0.4,8,8
-0.6829164361354182,0.4,8,9
-0.6820384318382696,0.4,8,10
-0.6906185936481127,0.4,9,1
-0.6791973769468481,0.4,9,2
-0.6886926626400843,0.4,9,3
-0.6893340046495521,0.4,9,4
-0.6869366540457874,0.4,9,5
-0.6893340046495521,0.4,9,6
-0.6782158516497114,0.4,9,7
-0.6903155299466888,0.4,9,8
-0.664813273324259,0.4,9,9
-0.6796316769563399,0.4,9,10
-0.6810569065411332,0.4,10,1
-0.6821419528382576,0.4,10,2
-0.681160427541121,0.4,10,3
-0.6714675041260737,0.4,10,4
-0.701867982956021,0.4,10,5
-0.6675414029375276,0.4,10,6
-0.6831234781353942,0.4,10,7
-0.6749499010269631,0.4,10,8
-0.681160427541121,0.4,10,9
-0.6686264492346522,0.4,10,10
-0.6761309690255356,0.4,11,1
-0.6821419528382576,0.4,11,2
-0.6710237998384171,0.4,11,3
-0.685520828739159,0.4,11,4
-0.6796410812345047,0.4,11,5
-0.6763657263335915,0.4,11,6
-0.6618781017110145,0.4,11,7
-0.6903155299466888,0.4,11,8
-0.6681921492251605,0.4,11,9
-0.6720053251355536,0.4,11,10
-0.6758279053241116,0.4,12,1
-0.6830199571354062,0.4,12,2
-0.6652569776119157,0.4,12,3
-0.6737336184217707,0.4,12,4
-0.6546766456215548,0.4,12,5
-0.6721088461355414,0.4,12,6
-0.6763657263335915,0.4,12,7
-0.6821419528382576,0.4,12,8
-0.6868331330457993,0.4,12,9
-0.675045922728411,0.4,12,10
-0.6869366540457874,0.4,13,1
-0.6611996401153019,0.4,13,2
-0.6739683757298266,0.4,13,3
-0.6717705678274978,0.4,13,4
-0.6724490294232103,0.4,13,5
-0.6680515086389276,0.4,13,6
-0.6744026757393183,0.4,13,7
-0.6715710251260618,0.4,13,8
-0.666766919640367,0.4,13,9
-0.6838979614325548,0.4,13,10
-0.6550168289092236,0.4,14,1
-0.6831234781353941,0.4,14,2
-0.6800476659359167,0.4,14,3
-0.6830199571354062,0.4,14,4
-0.6696079745317887,0.4,14,5
-0.6786318406292885,0.4,14,6
-0.6571794222049328,0.4,14,7
-0.677347251630728,0.4,14,8
-0.6682956702251484,0.4,14,9
-0.6791973769468481,0.4,14,10
-0.6666728029185441,0.4,15,1
-0.6769035473430711,0.4,15,2
-0.6590370468195927,0.4,15,3
-0.6642754523147792,0.4,15,4
-0.6731586778260462,0.4,15,5
-0.6748463800269752,0.4,15,6
-0.6663326196308753,0.4,15,7
-0.6656912776214076,0.4,15,8
