loglikelihood,system,sessions,trial
-0.6955255812134206,XSqrA_M,1,1
-0.6905318889922019,XSqrA_M,2,1
-0.6885135704655254,XSqrA_M,3,1
-0.6839936600728432,XSqrA_M,4,1
-0.6887504613797937,XSqrA_M,5,1
-0.6760861897633474,XSqrA_M,6,1
-0.680312743241768,XSqrA_M,7,1
-0.6851421670692782,XSqrA_M,8,1
-0.6846994745874206,XSqrA_M,9,1
-0.6804982977623146,XSqrA_M,10,1
-0.678991019096921,XSqrA_M,11,1
-0.6812554486706138,XSqrA_M,12,1
-0.6865171211527797,XSqrA_M,13,1
-0.6750256941062877,XSqrA_M,14,1
-0.6765602429699288,XSqrA_M,15,1
-0.675097277547052,XSqrA_M,16,1
-0.671710756710034,XSqrA_M,17,1
-0.6734609103611052,XSqrA_M,18,1
-0.6724104025385441,XSqrA_M,19,1
-0.6701459729648513,XSqrA_M,20,1
-0.6735546343938448,XSqrA_M,21,1
-0.6674167103173255,XSqrA_M,22,1
-0.6715039160626491,XSqrA_M,23,1
-0.6473327368778979,XSqrA_M,24,1
-0.6547264789604722,XSqrA_M,25,1
-0.6759108944553446,XSqrA_M,26,1
-0.6624672992800578,XSqrA_M,27,1
-0.6599579165610966,XSqrA_M,28,1
-0.6615656113879584,XSqrA_M,29,1
-0.6610589063122417,XSqrA_M,30,1
-0.6589567808015192,XSqrA_M,31,1
-0.6527702683413485,XSqrA_M,32,1
-0.6581289009175932,XSqrA_M,33,1
-0.65672240149471,XSqrA_M,34,1
-0.6625971438940776,XSqrA_M,35,1
-0.6507832945618145,XSqrA_M,36,1
-0.6523899503088808,XSqrA_M,37,1
-0.6646561876622635,XSqrA_M,38,1
-0.6696991303120859,XSqrA_M,39,1
-0.6590775147958353,XSqrA_M,40,1
-0.6591528853264651,XSqrA_M,41,1
-0.6598155057730346,XSqrA_M,42,1
-0.6578536052102043,XSqrA_M,43,1
-0.6469202792775821,XSqrA_M,44,1
-0.6536833615837344,XSqrA_M,45,1
-0.6480263278491937,XSqrA_M,46,1
-0.6511001345844577,XSqrA_M,47,1
-0.635340157087435,XSqrA_M,48,1
-0.6502353416440625,XSqrA_M,49,1
-0.646600631600437,XSqrA_M,50,1
-0.6438238565438288,XSqrA_M,51,1
-0.6550936438829073,XSqrA_M,52,1
-0.6577433625651913,XSqrA_M,53,1
-0.6479364640376416,XSqrA_M,54,1
-0.6579554036046531,XSqrA_M,55,1
-0.6458362529984181,XSqrA_M,56,1
-0.6440104534883964,XSqrA_M,57,1
-0.6358661966009858,XSqrA_M,58,1
-0.6568603464443374,XSqrA_M,59,1
-0.6496030410099555,XSqrA_M,60,1
-0.6411786820342122,XSqrA_M,61,1
-0.6429430787330597,XSqrA_M,62,1
-0.6440926955950954,XSqrA_M,63,1
-0.6465605416957435,XSqrA_M,64,1
-0.6434157618373691,XSqrA_M,65,1
-0.6453071501980034,XSqrA_M,66,1
-0.6403462355946644,XSqrA_M,67,1
-0.6427936554127421,XSqrA_M,68,1
-0.6493148733463971,XSqrA_M,69,1
-0.6475666252655323,XSqrA_M,70,1
-0.6403263100050971,XSqrA_M,71,1
-0.6445892993657855,XSqrA_M,72,1
-0.6465102677541069,XSqrA_M,73,1
-0.6419700506699505,XSqrA_M,74,1
-0.6416217651829774,XSqrA_M,75,1
-0.6418969918368199,XSqrA_M,76,1
-0.6389718283261135,XSqrA_M,77,1
-0.6379688973932741,XSqrA_M,78,1
-0.6366235545152761,XSqrA_M,79,1
-0.6396160472344259,XSqrA_M,80,1
-0.6409122274009481,XSqrA_M,81,1
-0.6443319637803833,XSqrA_M,82,1
-0.6371720254512727,XSqrA_M,83,1
-0.6411899548344198,XSqrA_M,84,1
-0.6372214467602376,XSqrA_M,85,1
-0.6424044255203444,XSqrA_M,86,1
-0.6420095653286718,XSqrA_M,87,1
-0.6409505193461723,XSqrA_M,88,1
-0.639611349012625,XSqrA_M,89,1
-0.6360320692188739,XSqrA_M,90,1
-0.63625376769299,XSqrA_M,91,1
-0.6382300296031246,XSqrA_M,92,1
-0.6368610958631742,XSqrA_M,93,1
-0.6382184786235374,XSqrA_M,94,1
-0.6391690598362595,XSqrA_M,95,1
-0.6349899867083554,XSqrA_M,96,1
-0.6409818200651012,XSqrA_M,97,1
-0.6371312256921492,XSqrA_M,98,1
-0.6381178158480892,XSqrA_M,99,1
-0.6364149361725535,XSqrA_M,100,1
-0.6955255812134206,BM25,1,1
-0.6918395347760735,BM25,2,1
-0.6866705472468518,BM25,3,1
-0.6910672664270036,BM25,4,1
-0.6926733987314089,BM25,5,1
-0.6805445045497645,BM25,6,1
-0.6794840088927047,BM25,7,1
-0.6846067896344765,BM25,8,1
-0.6910723960332754,BM25,9,1
-0.6791906519784429,BM25,10,1
-0.6800768914072953,BM25,11,1
-0.685950654371299,BM25,12,1
-0.6846740979341063,BM25,13,1
-0.676276873890166,BM25,14,1
-0.6733531079673901,BM25,15,1
-0.681691972466404,BM25,16,1
-0.6772911627597761,BM25,17,1
-0.6734246914081542,BM25,18,1
-0.6697183979237646,BM25,19,1
-0.6725757100120482,BM25,20,1
-0.6755267461330715,BM25,21,1
-0.6684672181398864,BM25,22,1
-0.6769765197186762,BM25,23,1
-0.6513121402295067,BM25,24,1
-0.6657079052254771,BM25,25,1
-0.6725757100120483,BM25,26,1
-0.6727056529977387,BM25,27,1
-0.6645442807882711,BM25,28,1
-0.6707958449220965,BM25,29,1
-0.6676898201845446,BM25,30,1
-0.6634150955879362,BM25,31,1
-0.6580724349175996,BM25,32,1
-0.6650885361919712,BM25,33,1
-0.6654110181221737,BM25,34,1
-0.6682693804316265,BM25,35,1
-0.6590292187074207,BM25,36,1
-0.657984363933793,BM25,37,1
-0.6686507084546429,BM25,38,1
-0.6772760453190051,BM25,39,1
-0.6615072518430323,BM25,40,1
-0.6650671423845541,BM25,41,1
-0.6668761805265939,BM25,42,1
-0.662872733729169,BM25,43,1
-0.6533850312112436,BM25,44,1
-0.6611654057975396,BM25,45,1
-0.6539447350781907,BM25,46,1
-0.6611642917183628,BM25,47,1
-0.646116820864646,BM25,48,1
-0.658023711267504,BM25,49,1
-0.6548465557460434,BM25,50,1
-0.6505815015935225,BM25,51,1
-0.6596173026382158,BM25,52,1
-0.663561245952141,BM25,53,1
-0.6538443593668468,BM25,54,1
-0.6631647006133018,BM25,55,1
-0.6570748172247337,BM25,56,1
-0.6536892501052736,BM25,57,1
-0.6465983861514295,BM25,58,1
-0.6643832520468461,BM25,59,1
-0.6553275307640104,BM25,60,1
-0.6510567009378463,BM25,61,1
-0.6527288232785146,BM25,62,1
-0.6521642500419665,BM25,63,1
-0.6540435396271066,BM25,64,1
-0.6487078271085934,BM25,65,1
-0.6534638335948382,BM25,66,1
-0.6476603226965664,BM25,67,1
-0.6526244880935628,BM25,68,1
-0.6550485720918264,BM25,69,1
-0.6562016930573992,BM25,70,1
-0.6477204574868973,BM25,71,1
-0.6516407651279704,BM25,72,1
-0.6537714922119725,BM25,73,1
-0.6480251922657868,BM25,74,1
-0.651581686384351,BM25,75,1
-0.6512677426140873,BM25,76,1
-0.6491417012659844,BM25,77,1
-0.6481764921641209,BM25,78,1
-0.6450244442728207,BM25,79,1
-0.6473820832230754,BM25,80,1
-0.6505094648732709,BM25,81,1
-0.6545018367202541,BM25,82,1
-0.646662227242296,BM25,83,1
-0.6509360008345622,BM25,84,1
-0.6472632702593507,BM25,85,1
-0.6507793159294929,BM25,86,1
-0.64847977726845,BM25,87,1
-0.6505430710825958,BM25,88,1
-0.6484246927733701,BM25,89,1
-0.6475159496715001,BM25,90,1
-0.6458425798532704,BM25,91,1
-0.6490186851535616,BM25,92,1
-0.6462883126404351,BM25,93,1
-0.6479328128431873,BM25,94,1
-0.6475793147332213,BM25,95,1
-0.646088679758913,BM25,96,1
-0.6517406692494194,BM25,97,1
-0.6460203920239193,BM25,98,1
-0.6477343267220396,BM25,99,1
-0.6463343632798418,BM25,100,1
-0.6955255812134206,LemurTF_IDF,1,1
-0.6918395347760735,LemurTF_IDF,2,1
-0.6866705472468518,LemurTF_IDF,3,1
-0.6879165974244584,LemurTF_IDF,4,1
-0.6908303755127354,LemurTF_IDF,5,1
-0.6787014813310909,LemurTF_IDF,6,1
-0.6776409856740312,LemurTF_IDF,7,1
-0.6832991438506048,LemurTF_IDF,8,1
-0.6879217270307302,LemurTF_IDF,9,1
-0.6768122513249678,LemurTF_IDF,10,1
-0.6769262224047501,LemurTF_IDF,11,1
-0.6841076311526255,LemurTF_IDF,12,1
-0.6828310747154327,LemurTF_IDF,13,1
-0.6744338506714924,LemurTF_IDF,14,1
-0.6715100847487165,LemurTF_IDF,15,1
-0.6785413034638589,LemurTF_IDF,16,1
-0.6733117594081673,LemurTF_IDF,17,1
-0.6700884678850625,LemurTF_IDF,18,1
-0.6673399972702895,LemurTF_IDF,19,1
-0.6715614211424381,LemurTF_IDF,20,1
-0.6716551451751779,LemurTF_IDF,21,1
-0.663180169004406,LemurTF_IDF,22,1
-0.6756688739348045,LemurTF_IDF,23,1
-0.648347025747508,LemurTF_IDF,24,1
-0.6614864813533283,LemurTF_IDF,25,1
-0.67311108744685,LemurTF_IDF,26,1
-0.6674186038622584,LemurTF_IDF,27,1
-0.6608582343509243,LemurTF_IDF,28,1
-0.665802152700878,LemurTF_IDF,29,1
-0.6640037737471975,LemurTF_IDF,30,1
-0.6621074498040643,LemurTF_IDF,31,1
-0.6552151228293162,LemurTF_IDF,32,1
-0.660923578319816,LemurTF_IDF,33,1
-0.6627392605544369,LemurTF_IDF,34,1
-0.6632756882104078,LemurTF_IDF,35,1
-0.6558785497048756,LemurTF_IDF,36,1
-0.655312606366056,LemurTF_IDF,37,1
-0.6655000394520978,LemurTF_IDF,38,1
-0.6728177305325881,LemurTF_IDF,39,1
-0.6583565828404869,LemurTF_IDF,40,1
-0.6617884239412514,LemurTF_IDF,41,1
-0.6642406419118078,LemurTF_IDF,42,1
-0.6591151038510578,LemurTF_IDF,43,1
-0.6517275625131168,LemurTF_IDF,44,1
-0.6589150545848219,LemurTF_IDF,45,1
-0.6514947509839512,LemurTF_IDF,46,1
