loglikelihood,weight,sessions,trial
-0.6953273811589642,0.4,1,1
-0.6883524793524156,0.4,1,2
-0.6900419173028663,0.4,1,3
-0.6958181438075325,0.4,1,4
-0.6931471805599453,0.4,1,5
-0.6919485052580628,0.4,1,6
-0.6864458913972191,0.4,1,7
-0.6912405926047488,0.4,1,8
-0.6924392679066312,0.4,1,9
-0.6924392679066312,0.4,1,10
-0.6895511546542981,0.4,2,1
-0.6847564534467684,0.4,2,2
-0.6741855257345725,0.4,2,3
-0.6912405926047488,0.4,2,4
-0.6835577781448859,0.4,2,5
-0.6912405926047488,0.4,2,6
-0.6929300305551994,0.4,2,7
-0.678055164284042,0.4,2,8
-0.6881353293476696,0.4,2,9
-0.6929300305551994,0.4,2,10
-0.6888997046400602,0.4,3,1
-0.6891168546448063,0.4,3,2
-0.6891168546448063,0.4,3,3
-0.6972904317532372,0.4,3,4
-0.6806696648925529,0.4,3,5
-0.6905326799514345,0.4,3,6
-0.6835577781448859,0.4,3,7
-0.6953273811589643,0.4,3,8
-0.6903155299466887,0.4,3,9
-0.6881353293476696,0.4,3,10
-0.6830670154963175,0.4,4,1
-0.685520828739159,0.4,4,2
-0.6886260919962379,0.4,4,3
-0.6922221179018853,0.4,4,4
-0.6772907889916514,0.4,4,5
-0.6879181793429238,0.4,4,6
-0.6777815516402198,0.4,4,7
-0.6887961836400724,0.4,4,8
-0.6916795947533231,0.4,4,9
-0.6941287058570818,0.4,4,10
-0.6809432775363753,0.4,5,1
-0.6944587811399806,0.4,5,2
-0.685737978743905,0.4,5,3
-0.6748934383878865,0.4,5,4
-0.6912405926047488,0.4,5,5
-0.6867195040410414,0.4,5,6
-0.6868331330457993,0.4,5,7
-0.6932036431990217,0.4,5,8
-0.6842139302982061,0.4,5,9
-0.6842703929372825,0.4,5,10
-0.6770171763478291,0.4,6,1
-0.681160427541121,0.4,6,2
-0.6905326799514345,0.4,6,3
-0.6946194685056502,0.4,6,4
-0.6934772558428443,0.4,6,5
-0.6710285019774994,0.4,6,6
-0.6727179399279501,0.4,6,7
-0.6844875429420284,0.4,6,8
-0.6840014824325427,0.4,6,9
-0.6834589592839805,0.4,6,10
-0.6796928417344987,0.4,7,1
-0.6806226065316413,0.4,7,2
-0.6859080703877393,0.4,7,3
-0.6775644016354739,0.4,7,4
-0.6828498654915718,0.4,7,5
-0.6757048720411888,0.4,7,6
-0.6748463800269752,0.4,7,7
-0.6725007899232044,0.4,7,8
-0.6821419528382576,0.4,7,9
-0.6744591383783948,0.4,7,10
-0.6807409376754818,0.4,8,1
