loglikelihood,weight,sessions,trial
-0.6955255812134206,0.4,1,1
-0.6879165974244584,0.4,1,2
-0.6897596206431319,0.4,1,3
-0.6960609586482223,0.4,1,4
-0.6931471805599453,0.4,1,5
-0.6918395347760735,0.4,1,6
-0.6858366832915167,0.4,1,7
-0.6910672664270036,0.4,1,8
-0.6923749122108753,0.4,1,9
-0.6923749122108753,0.4,1,10
-0.6892242432083301,0.4,2,1
-0.6839936600728432,0.4,2,2
-0.6724617389322659,0.4,2,3
-0.6910672664270036,0.4,2,4
-0.6826860142889715,0.4,2,5
-0.6910672664270036,0.4,2,6
-0.6929102896456771,0.4,2,7
-0.6766831628044145,0.4,2,8
-0.6876797065101902,0.4,2,9
-0.6929102896456771,0.4,2,10
-0.6885135704655253,0.4,3,1
-0.6887504613797937,0.4,3,2
-0.6887504613797937,0.4,3,3
-0.6976670909526275,0.4,3,4
-0.6795353452864262,0.4,3,5
-0.6902949980779337,0.4,3,6
-0.6826860142889715,0.4,3,7
-0.6955255812134206,0.4,3,8
-0.6900581071636653,0.4,3,9
-0.6876797065101902,0.4,3,10
-0.6821506368541697,0.4,4,1
-0.6848275240281784,0.4,4,2
-0.6882150839449919,0.4,4,3
-0.6921380212966071,0.4,4,4
-0.6758492988490793,0.4,4,5
-0.6874428155959218,0.4,4,6
-0.6763846762838811,0.4,4,7
-0.6884006384655386,0.4,4,8
-0.6915461778618119,0.4,4,9
-0.6942179354295488,0.4,4,10
-0.6798338318069598,0.4,5,1
-0.6945780175563475,0.4,5,2
-0.6850644149424467,0.4,5,3
-0.6732340072813359,0.4,5,4
-0.6910672664270036,0.4,5,5
-0.6861351698120502,0.4,5,6
-0.6862591287263314,0.4,5,7
-0.6932087761662106,0.4,5,8
-0.6834018166380479,0.4,5,9
-0.6834634122443132,0.4,5,10
-0.6755508123285459,0.4,6,1
-0.680070722721228,0.4,6,2
-0.6902949980779336,0.4,6,3
-0.6947533128643506,0.4,6,4
-0.6935072626867442,0.4,6,5
-0.6690177130154589,0.4,6,6
-0.6708607362341324,0.4,6,7
-0.6837003031585814,0.4,6,8
-0.6831700553300516,0.4,6,9
-0.6825782118952564,0.4,6,10
-0.6784697200230946,0.4,7,1
-0.6794840088927047,0.4,7,2
-0.6852499694629933,0.4,7,3
-0.6761477853696128,0.4,7,4
-0.6819137459399015,0.4,7,5
-0.6741192076303928,0.4,7,6
-0.6731826708876142,0.4,7,7
-0.6706238453198643,0.4,7,8
-0.6811414775908315,0.4,7,9
-0.6727602254527993,0.4,7,10
-0.6796130974132578,0.4,8,1
-0.6863720607263184,0.4,8,2
-0.6760197359288551,0.4,8,3
-0.6771620742392228,0.4,8,4
-0.6805034273685865,0.4,8,5
-0.6755610715410895,0.4,8,6
-0.6671233534030638,0.4,8,7
-0.6684361287932074,0.4,8,8
-0.6700371314913408,0.4,8,9
-0.6784697200230947,0.4,8,10
-0.6802411598010039,0.4,9,1
