loglikelihood,weight,sessions,trial
-0.6726175214135905,0.4,1,1
-0.6742393818460232,0.4,1,2
-0.6774038846429928,0.4,1,3
-0.6819546818010823,0.4,1,4
-0.6770119705682629,0.4,1,5
-0.6754036611692087,0.4,1,6
-0.6795218911524333,0.4,1,7
-0.6756777922082823,0.4,1,8
-0.6802150383329932,0.4,1,9
-0.680502720405445,0.4,1,10
-0.6645603352525664,0.4,2,1
-0.6657246145757517,0.4,2,2
-0.6660644126493426,0.4,2,3
-0.6640892031099408,0.4,2,4
-0.6707329928430884,0.4,2,5
-0.670667325808571,0.4,2,6
-0.6633710419949985,0.4,2,7
-0.662258878672952,0.4,2,8
-0.6690454653761385,0.4,2,9
-0.6653462515344004,0.4,2,10
-0.658801709068531,0.4,3,1
-0.6543754748991978,0.4,3,2
-0.6537557343252494,0.4,3,3
-0.659273640808587,0.4,3,4
-0.6606894631576081,0.4,3,5
-0.6631643732085424,0.4,3,6
-0.6597281652936442,0.4,3,7
-0.6524488269264102,0.4,3,8
-0.6580304723334549,0.4,3,9
-0.6540660044109383,0.4,3,10
-0.6508398868243109,0.4,4,1
-0.6527986215988545,0.4,4,2
-0.6514562058564449,0.4,4,3
-0.6466383865283312,0.4,4,4
-0.6481813578088176,0.4,4,5
-0.6531069635737339,0.4,4,6
-0.6494779396928532,0.4,4,7
-0.6518757198082663,0.4,4,8
-0.6508664910807326,0.4,4,9
-0.6504995909403852,0.4,4,10
-0.6418294091448619,0.4,5,1
-0.6486931448715143,0.4,5,2
-0.6426283740361896,0.4,5,3
-0.6432508423183783,0.4,5,4
-0.6351204095723068,0.4,5,5
-0.6447686116821523,0.4,5,6
-0.6408192398862786,0.4,5,7
-0.6444263279842469,0.4,5,8
-0.6442355143066392,0.4,5,9
-0.6384146201145964,0.4,5,10
-0.6334696589079024,0.4,6,1
-0.6399005041453149,0.4,6,2
-0.6377061411569536,0.4,6,3
-0.6357725061607913,0.4,6,4
-0.6427378861270765,0.4,6,5
-0.6384323778128241,0.4,6,6
-0.644437997955526,0.4,6,7
-0.6355111209560916,0.4,6,8
-0.6360038464793097,0.4,6,9
-0.6409505548673684,0.4,6,10
-0.6236786933903582,0.4,7,1
-0.6313643841270662,0.4,7,2
-0.6293479695755991,0.4,7,3
-0.6353405696889713,0.4,7,4
-0.6331489685905892,0.4,7,5
-0.6364364607028855,0.4,7,6
-0.629222285126348,0.4,7,7
-0.633066900968779,0.4,7,8
-0.6348854145008691,0.4,7,9
-0.6342092109467117,0.4,7,10
-0.6241246992451467,0.4,8,1
-0.6245217725508359,0.4,8,2
-0.6315981294588482,0.4,8,3
-0.6338047669807039,0.4,8,4
-0.6294453689744924,0.4,8,5
-0.6276621613292477,0.4,8,6
-0.6288869558775019,0.4,8,7
-0.6267431302346742,0.4,8,8
-0.627538728673808,0.4,8,9
-0.6316905841185679,0.4,8,10
-0.6275932460697576,0.4,9,1
-0.6291977039634619,0.4,9,2
-0.6249248762280211,0.4,9,3
-0.622210504986145,0.4,9,4
-0.620678086568117,0.4,9,5
-0.6205215405304311,0.4,9,6
-0.6175493965043338,0.4,9,7
-0.6257346564035777,0.4,9,8
-0.6187107628700974,0.4,9,9
-0.6258406590976217,0.4,9,10
-0.6208852699051357,0.4,10,1
-0.6157359791642915,0.4,10,2
