loglikelihood,system,sessions,trial
-0.6808179488834404,XSqrA_M,1,1
-0.6729707182500968,XSqrA_M,2,1
-0.6837141282270702,XSqrA_M,3,1
-0.6715796891301503,XSqrA_M,4,1
-0.662607626233972,XSqrA_M,5,1
-0.6567345960708643,XSqrA_M,6,1
-0.663068615670669,XSqrA_M,7,1
-0.6504715542973736,XSqrA_M,8,1
-0.6579400998095472,XSqrA_M,9,1
-0.6519529485427027,XSqrA_M,10,1
-0.6546886074873891,XSqrA_M,11,1
-0.6452971593192219,XSqrA_M,12,1
-0.6505301026345462,XSqrA_M,13,1
-0.65404677656509,XSqrA_M,14,1
-0.6437920090955388,XSqrA_M,15,1
-0.6488891095120363,XSqrA_M,16,1
-0.6444853070444182,XSqrA_M,17,1
-0.6395241064698952,XSqrA_M,18,1
-0.6402964430549444,XSqrA_M,19,1
-0.6418130889801786,XSqrA_M,20,1
-0.6315486278610931,XSqrA_M,21,1
-0.6396224540549005,XSqrA_M,22,1
-0.6403479100815248,XSqrA_M,23,1
-0.6348250671880702,XSqrA_M,24,1
-0.6356426398568793,XSqrA_M,25,1
-0.6350742831448339,XSqrA_M,26,1
-0.6312047526066146,XSqrA_M,27,1
-0.6310129014028453,XSqrA_M,28,1
-0.6185715994927875,XSqrA_M,29,1
-0.6372764724416783,XSqrA_M,30,1
-0.6261211006137964,XSqrA_M,31,1
-0.636128061532898,XSqrA_M,32,1
-0.6337655459220682,XSqrA_M,33,1
-0.6310216468683202,XSqrA_M,34,1
-0.6102994610976922,XSqrA_M,35,1
-0.6296351503501345,XSqrA_M,36,1
-0.6250603898119332,XSqrA_M,37,1
-0.6339034536688689,XSqrA_M,38,1
-0.6297695531052556,XSqrA_M,39,1
-0.6257404427523978,XSqrA_M,40,1
-0.6249195876944482,XSqrA_M,41,1
-0.6287626735072499,XSqrA_M,42,1
-0.6248844482130707,XSqrA_M,43,1
-0.6181712132630628,XSqrA_M,44,1
-0.6173273962373289,XSqrA_M,45,1
-0.6172120023469176,XSqrA_M,46,1
-0.6275645320894165,XSqrA_M,47,1
-0.6192053517742057,XSqrA_M,48,1
-0.6189475591390107,XSqrA_M,49,1
-0.6066534181059475,XSqrA_M,50,1
-0.6147646479234545,XSqrA_M,51,1
-0.6213634084556539,XSqrA_M,52,1
-0.6215007293465875,XSqrA_M,53,1
-0.6130566402735828,XSqrA_M,54,1
-0.6217059440275732,XSqrA_M,55,1
-0.6256037349885751,XSqrA_M,56,1
-0.6245376483431818,XSqrA_M,57,1
-0.6161601477331837,XSqrA_M,58,1
-0.6098136023079477,XSqrA_M,59,1
-0.621502425123736,XSqrA_M,60,1
-0.6048021532414021,XSqrA_M,61,1
-0.6092971759109025,XSqrA_M,62,1
-0.6153072809849152,XSqrA_M,63,1
-0.6081494564691864,XSqrA_M,64,1
-0.6163063285567532,XSqrA_M,65,1
-0.6163926097170064,XSqrA_M,66,1
-0.610046004260715,XSqrA_M,67,1
-0.6151007937189605,XSqrA_M,68,1
-0.5991707996628055,XSqrA_M,69,1
-0.6015592493233957,XSqrA_M,70,1
-0.6086632766384302,XSqrA_M,71,1
-0.60982171374242,XSqrA_M,72,1
-0.6107333164792864,XSqrA_M,73,1
-0.6034259174170512,XSqrA_M,74,1
-0.6100515961362187,XSqrA_M,75,1
-0.6102811937836695,XSqrA_M,76,1
-0.6020476052476192,XSqrA_M,77,1
-0.6055116924098638,XSqrA_M,78,1
-0.59447460014788,XSqrA_M,79,1
