loglikelihood,weight,sessions,trial
-0.6730191147978767,0.4,1,1
-0.6678819349326662,0.4,1,2
-0.6771288586900449,0.4,1,3
-0.6765220764157756,0.4,1,4
-0.6761014227170028,0.4,1,5
-0.6740465507709186,0.4,1,6
-0.6808179488834404,0.4,1,7
-0.6744672044696916,0.4,1,8
-0.6812386025822131,0.4,1,9
-0.6797905129103984,0.4,1,10
-0.6705435891530198,0.4,2,1
-0.669095499481205,0.4,2,2
-0.6719432822770547,0.4,2,3
-0.6624618333963997,0.4,2,4
-0.6744672044696916,0.4,2,5
-0.66759901326161,0.4,2,6
-0.6773633838133212,0.4,2,7
-0.6696538852076942,0.4,2,8
-0.6664338452608514,0.4,2,9
-0.6692816280567013,0.4,2,10
-0.6648082910176285,0.4,3,1
-0.6499591675534148,0.4,3,2
-0.6651234876167532,0.4,3,3
-0.6671380238249132,0.4,3,4
-0.6568596336895645,0.4,3,5
-0.6613623899515978,0.4,3,6
-0.664144448191491,0.4,3,7
-0.6493886906121418,0.4,3,8
-0.6498300995297867,0.4,3,9
-0.6609371026536642,0.4,3,10
-0.653236268052126,0.4,4,1
-0.6493886906121417,0.4,4,2
-0.6515363252488576,0.4,4,3
-0.6488389688897407,0.4,4,4
-0.6536482577468101,0.4,4,5
-0.6598088431801348,0.4,4,6
-0.6577009410871103,0.4,4,7
-0.6573246535311893,0.4,4,8
-0.6529400487778206,0.4,4,9
-0.6523903270554195,0.4,4,10
-0.6468728292293606,0.4,5,1
-0.6463467184309397,0.4,5,2
-0.6501461125487504,0.4,5,3
-0.6539594239410069,0.4,5,4
-0.646501388498207,0.4,5,5
-0.6553475973558456,0.4,5,6
-0.6503187302953913,0.4,5,7
-0.6517803307960619,0.4,5,8
-0.6403287118500989,0.4,5,9
-0.6355710335258978,0.4,5,10
-0.6320466453236616,0.4,6,1
-0.6495004823218614,0.4,6,2
-0.6421656384324766,0.4,6,3
-0.6437928255153781,0.4,6,4
-0.6477141366269061,0.4,6,5
-0.6524757003016609,0.4,6,6
-0.640507664206811,0.4,6,7
-0.6368215747728977,0.4,6,8
-0.6413132694655933,0.4,6,9
-0.6431393728931132,0.4,6,10
-0.6275898880441588,0.4,7,1
-0.6439195893338626,0.4,7,2
-0.6401398956006046,0.4,7,3
-0.64102005095077,0.4,7,4
-0.6390304454207841,0.4,7,5
-0.6431795635766632,0.4,7,6
-0.6365825611048349,0.4,7,7
-0.6397227459956688,0.4,7,8
-0.6320907730520338,0.4,7,9
-0.6426783834564161,0.4,7,10
-0.6232422599892515,0.4,8,1
-0.6254295589984266,0.4,8,2
-0.6459389723667897,0.4,8,3
-0.6441530596228198,0.4,8,4
-0.63798225422887,0.4,8,5
-0.6382286573413234,0.4,8,6
-0.6411027135462775,0.4,8,7
-0.639937187265538,0.4,8,8
-0.633319429574838,0.4,8,9
-0.6521524428926806,0.4,8,10
-0.6435241793987483,0.4,9,1
-0.6308368727655711,0.4,9,2
-0.6282662802249386,0.4,9,3
-0.6239341024242775,0.4,9,4
-0.625985615330899,0.4,9,5
-0.6244876413259999,0.4,9,6
-0.6212414478355537,0.4,9,7
-0.6313384363546721,0.4,9,8
-0.631013665971514,0.4,9,9
-0.6407771519321537,0.4,9,10
-0.6250280276788471,0.4,10,1
-0.6193060953179375,0.4,10,2
-0.6145776911623229,0.4,10,3
-0.6306237994155053,0.4,10,4
-0.6284057132635661,0.4,10,5
-0.6328268617644112,0.4,10,6
-0.6204461394205386,0.4,10,7
-0.6338591445622203,0.4,10,8
-0.6274403823510715,0.4,10,9
-0.6296034268783242,0.4,10,10
-0.6249997941194073,0.4,11,1
-0.6327396172640114,0.4,11,2
-0.6213488145937252,0.4,11,3
-0.613300591228257,0.4,11,4
-0.6258540046876473,0.4,11,5
-0.6189144879701137,0.4,11,6
-0.6309345074698435,0.4,11,7
-0.6130807746103921,0.4,11,8
-0.6159644236553391,0.4,11,9
-0.6184894284898175,0.4,11,10
-0.6191321839556395,0.4,12,1
-0.6188522100476694,0.4,12,2
-0.627280484316386,0.4,12,3
-0.6223523689568565,0.4,12,4
-0.6217668872685095,0.4,12,5
-0.6234066316818729,0.4,12,6
-0.6159363771829687,0.4,12,7
-0.622115338956644,0.4,12,8
-0.6219703156754289,0.4,12,9
-0.6195230433076491,0.4,12,10
-0.6191097599973076,0.4,13,1
-0.6210690963109152,0.4,13,2
-0.6181895073236979,0.4,13,3
-0.6222674256737196,0.4,13,4
-0.6148337384398062,0.4,13,5
-0.6218901572951798,0.4,13,6
-0.6116531583937524,0.4,13,7
-0.6271159033787893,0.4,13,8
-0.6140514755229187,0.4,13,9
-0.6192051780904863,0.4,13,10
-0.6118366777685063,0.4,14,1
-0.6054790533776356,0.4,14,2
-0.6023186257230794,0.4,14,3
-0.6194674149236665,0.4,14,4
-0.6076585923966114,0.4,14,5
-0.607310330817307,0.4,14,6
-0.6201552825711832,0.4,14,7
-0.6078270969750611,0.4,14,8
-0.6135900276854234,0.4,14,9
-0.6087582193001523,0.4,14,10
-0.6290008182204511,0.4,15,1
-0.61910975907469,0.4,15,2
-0.6213472591543655,0.4,15,3
-0.6108442835324633,0.4,15,4
-0.6162233289980129,0.4,15,5
-0.6151006435930737,0.4,15,6
-0.6101244745381161,0.4,15,7
-0.6087896127753486,0.4,15,8
-0.616778232969325,0.4,15,9
-0.6154403657269099,0.4,15,10
-0.6048306699265391,0.4,16,1
-0.6077683392121591,0.4,16,2
-0.6161224867025058,0.4,16,3
-0.6135006221913485,0.4,16,4
-0.6055076099789527,0.4,16,5
-0.6027393319281172,0.4,16,6
-0.6085274916385602,0.4,16,7
-0.6080657752189796,0.4,16,8
-0.6169770534492542,0.4,16,9
-0.6124279278033826,0.4,16,10
-0.6062410423322859,0.4,17,1
-0.6099241550143626,0.4,17,2
-0.6110503490640866,0.4,17,3
-0.6051475549827608,0.4,17,4
-0.5991011562033826,0.4,17,5
-0.6133122864203725,0.4,17,6
-0.6079339222834189,0.4,17,7
-0.6112573754421256,0.4,17,8
-0.6097139281253371,0.4,17,9
-0.6102286445242529,0.4,17,10
-0.6019306459968036,0.4,18,1
-0.6034141351109399,0.4,18,2
-0.6053782290202886,0.4,18,3
-0.6102947053443167,0.4,18,4
-0.6035520620003211,0.4,18,5
-0.6155090921432516,0.4,18,6
-0.6173417320035239,0.4,18,7
-0.6093767429683414,0.4,18,8
-0.6151159096104644,0.4,18,9
-0.6036934225722034,0.4,18,10
-0.6008630818686606,0.4,19,1
-0.6142758023601784,0.4,19,2
-0.6096095147459888,0.4,19,3
-0.6090979091625375,0.4,19,4
-0.617557864090573,0.4,19,5
-0.6013867086527573,0.4,19,6
-0.6152750126050996,0.4,19,7
-0.6160909596841526,0.4,19,8
-0.6052515074009237,0.4,19,9
-0.6110724185507314,0.4,19,10
-0.6072868177174909,0.4,20,1
-0.5980233274739247,0.4,20,2
-0.6026455220062147,0.4,20,3
-0.6012587177861318,0.4,20,4
-0.6053134824595812,0.4,20,5
-0.6083520739267118,0.4,20,6
-0.6009252286383264,0.4,20,7
-0.5928860725834166,0.4,20,8
-0.6076647767756503,0.4,20,9
-0.6045084922584195,0.4,20,10
-0.5936879649866837,0.4,21,1
-0.5954568559855324,0.4,21,2
-0.6093938727313574,0.4,21,3
