loglikelihood,weight,sessions,trial
-0.6756578136802772,0.4,1,1
-0.6703723498241794,0.4,1,2
-0.681160427541121,0.4,1,3
-0.6816511901896893,0.4,1,4
-0.6799617522392386,0.4,1,5
-0.6756578136802771,0.4,1,6
-0.6859551287486507,0.4,1,7
-0.677347251630728,0.4,1,8
-0.681160427541121,0.4,1,9
-0.6823591028430035,0.4,1,10
-0.6641053606709449,0.4,2,1
-0.6698815871756111,0.4,2,2
-0.6751105883926325,0.4,2,3
-0.6672106239280239,0.4,2,4
-0.6761485763288455,0.4,2,5
-0.6696079745317887,0.4,2,6
-0.6766393389774138,0.4,2,7
-0.6703158871851028,0.4,2,8
-0.6728261630670206,0.4,2,9
-0.6717881751308076,0.4,2,10
-0.6734776130812583,0.4,3,1
-0.6585509863101071,0.4,3,2
-0.6669370112842015,0.4,3,3
-0.6743556173784069,0.4,3,4
-0.6619251600719258,0.4,3,5
-0.6673242529327816,0.4,3,6
-0.6641053606709449,0.4,3,7
-0.6532090598149326,0.4,3,8
-0.653430911958761,0.4,3,9
-0.6650915881071638,0.4,3,10
-0.6556682789234614,0.4,4,1
-0.6527182971663643,0.4,4,2
-0.6508117092111678,0.4,4,3
-0.6554558310577979,0.4,4,4
-0.6578531816615628,0.4,4,5
-0.6683057782299183,0.4,4,6
-0.6646626939633596,0.4,4,7
-0.6622458310766598,0.4,4,8
-0.6611701890577003,0.4,4,9
-0.6593772301072615,0.4,4,10
-0.6492923629045514,0.4,5,1
-0.6547237039824664,0.4,5,2
-0.6565888882056465,0.4,5,3
-0.6581691505272141,0.4,5,4
-0.6593772301072617,0.4,5,5
-0.6560030563454428,0.4,5,6
-0.6589382279586873,0.4,5,7
-0.6581933649492316,0.4,5,8
-0.6470465441514986,0.4,5,9
-0.6439127823266305,0.4,5,10
-0.637843430895207,0.4,6,1
-0.6555179483257695,0.4,6,2
-0.6446816109948962,0.4,6,3
-0.6480280694486352,0.4,6,4
-0.6517609862912452,0.4,6,5
-0.6605249281688593,0.4,6,6
-0.6452434771962899,0.4,6,7
-0.6422147233577241,0.4,6,8
-0.6471148505448668,0.4,6,9
-0.6508312214941028,0.4,6,10
-0.6305292982908021,0.4,7,1
-0.6435161363998853,0.4,7,2
-0.6401851021196047,0.4,7,3
-0.642292294186173,0.4,7,4
-0.6468293941467528,0.4,7,5
-0.6492451353135368,0.4,7,6
-0.6405624049935181,0.4,7,7
-0.6395818321861942,0.4,7,8
-0.6389200254039791,0.4,7,9
-0.648179601299347,0.4,7,10
-0.6326188830540606,0.4,8,1
-0.6330643230912391,0.4,8,2
-0.6549041523942782,0.4,8,3
-0.649935440663541,0.4,8,4
-0.6420502863427847,0.4,8,5
-0.643366340298695,0.4,8,6
-0.6460041028394107,0.4,8,7
-0.6446120739614889,0.4,8,8
-0.6317388648571637,0.4,8,9
-0.6564334374755613,0.4,8,10
