loglikelihood,weight,sessions,trial
-0.6787630769373563,0.4,1,1
-0.6787630769373563,0.4,1,2
-0.6902703598354275,0.4,1,3
-0.6931471805599453,0.4,1,4
-0.681639897661874,0.4,1,5
-0.6845167183863918,0.4,1,6
-0.6902703598354275,0.4,1,7
-0.6828177280184379,0.4,1,8
-0.6845167183863918,0.4,1,9
-0.6873935391109096,0.4,1,10
-0.6637223029695936,0.4,2,1
-0.6845167183863919,0.4,2,2
-0.6873935391109097,0.4,2,3
-0.6660779636827211,0.4,2,4
-0.6718316051317569,0.4,2,5
-0.6689547844072391,0.4,2,6
-0.6845167183863918,0.4,2,7
-0.6677769540506752,0.4,2,8
-0.6828177280184379,0.4,2,9
-0.681639897661874,0.4,2,10
-0.6775852465807926,0.4,3,1
-0.6769398613694168,0.4,3,2
-0.6781064065921826,0.4,3,3
-0.6769398613694169,0.4,3,4
-0.6758862562128384,0.4,3,5
-0.6745842006562891,0.4,3,6
-0.6747084258562746,0.4,3,7
-0.6775852465807926,0.4,3,8
-0.6608454822450758,0.4,3,9
-0.6913239649920058,0.4,3,10
-0.6624202474130441,0.4,4,1
-0.6671202837055015,0.4,4,2
-0.6573232763091822,0.4,4,3
-0.6588980414771506,0.4,4,4
-0.6710507095865975,0.4,4,5
-0.6642434629809837,0.4,4,6
-0.6612537021902783,0.4,4,7
-0.6596789370223098,0.4,4,8
-0.6637223029695936,0.4,4,9
-0.6590222666771361,0.4,4,10
-0.6566666059640085,0.4,5,1
-0.6550805556622421,0.4,5,2
-0.6676081853471959,0.4,5,3
-0.6642434629809837,0.4,5,4
-0.6651841280713744,0.4,5,5
-0.6705408347090054,0.4,5,6
-0.6596676518885118,0.4,5,7
-0.6792842369487463,0.4,5,8
-0.6596676518885118,0.4,5,9
-0.6624315325468422,0.4,5,10
-0.6543222303846787,0.4,6,1
-0.6612537021902782,0.4,6,2
-0.6630769177582179,0.4,6,3
-0.6826935028184524,0.4,6,4
-0.6629526925582322,0.4,6,5
-0.6646981062529822,0.4,6,6
-0.6503918045035826,0.4,6,7
-0.6527361800829125,0.4,6,8
-0.6569547665080778,0.4,6,9
-0.6590222666771363,0.4,6,10
-0.6544351704508664,0.4,7,1
-0.6502675793035971,0.4,7,2
-0.6460086151737903,0.4,7,3
-0.6593836571432949,0.4,7,4
-0.6548411044205189,0.4,7,5
-0.6583323379622666,0.4,7,6
-0.6479119185904695,0.4,7,7
-0.6601888118999021,0.4,7,8
-0.655976677249139,0.4,7,9
-0.6671315688392994,0.4,7,10
-0.6436974979641565,0.4,8,1
-0.6471887315059043,0.4,8,2
-0.6548992190333607,0.4,8,3
-0.6535057904942738,0.4,8,4
-0.6548433903960691,0.4,8,5
-0.6618990874016539,0.4,8,6
-0.6539959781115181,0.4,8,7
-0.6412288971848412,0.4,8,8
-0.6428523716551556,0.4,8,9
-0.6586140467319336,0.4,8,10
-0.6613666422564659,0.4,9,1
-0.6524657564470434,0.4,9,2
-0.6512743549811316,0.4,9,3
-0.6505183156791183,0.4,9,4
-0.6577202111205869,0.4,9,5
-0.648317852560122,0.4,9,6
-0.6454897411379502,0.4,9,7
-0.6497351341584091,0.4,9,8
-0.6382391363941358,0.4,9,9
-0.6535080764698238,0.4,9,10
-0.6526232400167247,0.4,10,1
-0.6525299872108852,0.4,10,2
-0.6487612106983226,0.4,10,3
-0.6503027174965952,0.4,10,4
-0.6526583782097227,0.4,10,5
-0.6409471884151742,0.4,10,6
-0.6467008298642098,0.4,10,7
-0.6470645063059186,0.4,10,8
-0.6460554446528342,0.4,10,9
-0.647503698645267,0.4,10,10
-0.643723505781157,0.4,11,1
-0.6586937284284253,0.4,11,2
-0.6388048399090197,0.4,11,3
-0.6465433462945285,0.4,11,4
-0.6510371897149584,0.4,11,5
-0.6464191210945429,0.4,11,6
-0.6488057542018163,0.4,11,7
-0.6363713773227024,0.4,11,8
